"","id","scrape_id","host_id","host_name","host_since","host_response_rate","host_acceptance_rate","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","calendar_updated","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","requires_license","license","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month"
"11",390781,20191121092348,1954565,"Fiona",2012-03-18,"100%","N/A",FALSE,NA,1,1,"['email', 'phone', 'facebook', 'reviews', 'work_email']",TRUE,FALSE,"Bristol, United Kingdom",NA,"Brislington West",NA,"Bristol",NA,"BS4 3QA","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.44429,-2.55777,FALSE,"House","Private room",1,1,1,1,"Real Bed","{Wifi,Kitchen,""Free street parking"",""Indoor fireplace"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Host greets you""}",NA,"$27.00",NA,NA,"$0.00","$10.00",1,"$10.00",3,100,2,3,100,100,2.7,100,"today",TRUE,16,27,36,36,2019-11-21,30,3,2012-03-26,2019-11-01,99,10,10,10,10,10,10,FALSE,NA,NA,FALSE,FALSE,"moderate",FALSE,FALSE,2,0,2,0,0.32
"12",391612,20191121092348,1958566,"Carmen",2012-03-18,"100%","N/A",FALSE,NA,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",TRUE,TRUE,"Bristol, Avon, United Kingdom",NA,"Ashley",NA,"Bristol","Avon","BS2 9QJ","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.46487,-2.57989,FALSE,"House","Private room",1,1,1,1,"Real Bed","{Wifi,Kitchen,""Smoking allowed"",Heating,Washer,""Smoke detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",NA,"$32.00","$200.00","$880.00",NA,NA,1,"$0.00",2,90,2,2,90,90,2,90,"8 months ago",TRUE,0,0,0,0,2019-11-21,15,0,2012-03-26,2015-08-13,91,9,9,10,10,9,9,FALSE,NA,NA,FALSE,FALSE,"flexible",TRUE,TRUE,2,0,2,0,0.16
"13",391613,20191121092348,1958566,"Carmen",2012-03-18,"100%","N/A",FALSE,NA,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",TRUE,TRUE,"Bristol, Avon, United Kingdom",NA,"Ashley",NA,"Bristol","Avon","BS2 9QJ","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.46499,-2.57826,FALSE,"House","Private room",1,1,1,1,"Real Bed","{Internet,Wifi,Kitchen,Heating,Washer,""Smoke detector"",Essentials}",NA,"$25.00","$175.00","$650.00",NA,NA,1,"$0.00",2,60,2,2,60,60,2,60,"12 months ago",TRUE,0,19,49,324,2019-11-21,49,0,2012-03-26,2015-12-06,86,8,9,9,9,7,9,FALSE,NA,NA,FALSE,FALSE,"flexible",TRUE,TRUE,2,0,2,0,0.53
"14",392215,20191121092348,1961385,"Bea",2012-03-18,"100%","N/A",TRUE,NA,4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",TRUE,TRUE,"Bristol, United Kingdom",NA,"Brislington East",NA,"Bristol",NA,"BS4 4QZ","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.44111,-2.53683,TRUE,"Townhouse","Private room",1,1,1,1,"Real Bed","{Internet,Wifi,Kitchen,""Free street parking"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",Microwave,Refrigerator,""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}",NA,"$19.00","$130.00","$360.00","$0.00","$12.00",1,"$15.00",9,365,9,14,365,365,10.7,365,"4 weeks ago",TRUE,1,1,1,19,2019-11-21,24,1,2012-03-27,2019-11-01,100,10,10,10,10,10,10,FALSE,NA,NA,FALSE,FALSE,"strict_14_with_grace_period",FALSE,FALSE,3,1,2,0,0.26
"15",392217,20191121092348,1961385,"Bea",2012-03-18,"100%","N/A",TRUE,NA,4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",TRUE,TRUE,"Bristol, United Kingdom",NA,"Brislington East",NA,"Bristol",NA,"BS4 4QZ","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.44293,-2.53778,TRUE,"House","Private room",1,1,1,1,"Real Bed","{Internet,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Host greets you""}",NA,"$17.00","$98.00","$320.00","$0.00","$10.00",1,"$7.00",10,365,10,10,365,365,10,365,"5 months ago",TRUE,0,0,19,109,2019-11-21,17,4,2013-09-21,2019-09-09,96,10,10,10,10,9,10,FALSE,NA,NA,FALSE,FALSE,"strict_14_with_grace_period",FALSE,FALSE,3,1,2,0,0.23
"16",399681,20191121092348,1941316,"Kevin & Lesley",2012-03-17,"100%","N/A",TRUE,NA,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",TRUE,TRUE,"Westbury on Trym, City of Bristol, United Kingdom",NA,"Westbury-on-Trym & Henleaze",NA,"Westbury on Trym","City of Bristol","BS9 3HJ","Bristol","Westbury on Trym, United Kingdom","GB","United Kingdom",51.49508,-2.61715,FALSE,"House","Private room",3,1,2,2,"Real Bed","{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}",NA,"$70.00","$360.00","$1,200.00",NA,NA,2,"$40.00",2,1125,2,2,1125,1125,2,1125,"5 weeks ago",TRUE,29,59,89,89,2019-11-21,54,1,2012-07-17,2019-08-16,99,10,10,10,10,10,10,FALSE,NA,NA,FALSE,FALSE,"flexible",FALSE,FALSE,1,0,1,0,0.6
"17",407485,20191121092348,2029719,"Ingrid",2012-03-29,"100%","N/A",TRUE,NA,1,1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",TRUE,TRUE,"Bristol, Bristol, United Kingdom",NA,"Ashley",NA,"Bristol","Bristol","Bs65Hu","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.4692,-2.5819,FALSE,"Apartment","Entire home/apt",5,1,1,3,"Real Bed","{TV,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""High chair"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",538,"$98.00","$630.00","$2,400.00","$300.00","$20.00",2,"$20.00",2,1125,2,2,1125,1125,2,1125,"6 weeks ago",TRUE,12,42,72,347,2019-11-21,247,31,2012-04-30,2019-11-10,98,10,10,10,10,10,10,FALSE,NA,NA,FALSE,FALSE,"moderate",FALSE,FALSE,1,1,0,0,2.68
"18",421205,20191121092348,2094659,"Lis",2012-04-08,"100%","N/A",TRUE,NA,2,2,"['email', 'phone', 'facebook', 'reviews', 'manual_offline']",TRUE,TRUE,"Bristol, United Kingdom",NA,"Ashley",NA,"Bristol",NA,"BS6","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.46465,-2.58367,FALSE,"Apartment","Private room",2,1,1,2,"Real Bed","{Internet,Wifi,""Wheelchair accessible"",""Paid parking off premises"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Garden or backyard"",""Host greets you""}",NA,"$28.00","$160.00","$600.00","$200.00","$27.00",1,"$10.00",1,20,1,1,20,20,1,20,"a week ago",TRUE,0,12,29,259,2019-11-21,136,37,2012-07-23,2019-11-01,98,10,10,10,10,10,10,FALSE,NA,NA,TRUE,FALSE,"moderate",FALSE,FALSE,1,0,1,0,1.52
"19",422956,20191121092348,2103297,"Lois",2012-04-09,"100%","N/A",TRUE,NA,2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",TRUE,TRUE,"Bristol, United Kingdom",NA,"Redland",NA,"Bristol",NA,"BS6 7HF","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.47331,-2.60598,TRUE,"House","Entire home/apt",5,2,3,4,"Real Bed","{TV,Internet,Wifi,""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Breakfast,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",""High chair"",""Pack ’n Play/travel crib"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Host greets you""}",NA,"$180.00","$900.00","$2,500.00","$80.00","$0.00",4,"$35.00",2,30,2,2,30,30,2,30,"5 weeks ago",TRUE,16,33,60,322,2019-11-21,305,36,2012-04-30,2019-11-10,98,10,10,10,10,10,10,FALSE,NA,NA,FALSE,FALSE,"moderate",FALSE,FALSE,2,2,0,0,3.31
"20",554813,20191121092348,2727252,"Rich & Ray",2012-06-24,"93%","N/A",FALSE,NA,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",TRUE,FALSE,"Bristol, England, United Kingdom",NA,"Lawrence Hill",NA,"Bristol","England","BS2 0PN","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.45618,-2.57738,TRUE,"Apartment","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",""Smoking allowed"",Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Host greets you""}",NA,"$40.00",NA,NA,"$80.00","$0.00",1,"$10.00",1,40,1,1,40,40,1,40,"4 days ago",TRUE,12,16,36,62,2019-11-21,170,25,2012-07-02,2019-11-18,99,10,10,10,10,10,10,FALSE,NA,NA,FALSE,FALSE,"flexible",FALSE,FALSE,1,0,1,0,1.89
"21",676106,20191121092348,683638,"Helen",2011-06-09,"69%","N/A",FALSE,NA,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",TRUE,TRUE,"Bristol, United Kingdom",NA,"Windmill Hill",NA,"Bristol",NA,"BS4 3BU","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.44192,-2.57073,TRUE,"Apartment","Private room",2,1,1,1,"Real Bed","{Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,""Smoke detector"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony""}",NA,"$30.00","$170.00","$710.00","$0.00","$10.00",1,"$10.00",1,4,1,1,4,4,1,4,"a week ago",TRUE,26,56,86,361,2019-11-21,482,24,2012-10-15,2019-10-29,92,9,10,10,10,10,9,FALSE,NA,NA,FALSE,FALSE,"strict_14_with_grace_period",FALSE,FALSE,1,0,1,0,5.57
"22",688324,20191121092348,3514043,"Natasha",2012-09-09,"N/A","N/A",FALSE,NA,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",TRUE,TRUE,"Bristol, United Kingdom",NA,"Ashley",NA,"Bristol",NA,"BS2 9UE","Bristol","Bristol, United Kingdom","GB","United Kingdom",51.46974,-2.57565,TRUE,"Townhouse","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,Wifi,Kitchen,""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Children’s books and toys"",""Children’s dinnerware"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",Other}",NA,"$28.00","$200.00",NA,"$0.00","$10.00",1,"$5.00",2,1125,2,2,1125,1125,2,1125,"13 months ago",TRUE,0,0,0,0,2019-11-21,249,0,2012-09-16,2018-11-19,94,10,10,10,10,9,9,FALSE,NA,NA,FALSE,FALSE,"moderate",TRUE,TRUE,2,0,2,0,2.85
